content,label,cluster
【谁的朋友圈好友多，麻烦帮传播】谁的朋友圈好友多，麻烦帮传播 ！真的不会脏了你的朋友圈。谢谢，非常感谢！ 2015-03-29 赖着不走 我叫达洼，我...... O网页链接 来自@有道云笔记 Android版 ,1,142
【国内高风险地区旅居史来陕返陕人员，一律集中隔离14天并核酸检测】陕西省应对新型冠状病毒感染肺炎疫情工作领导小组办公室发出通知，5月30日以来北京等高风险地返陕人员一律集中隔离14天。近日，北京市连续新增多例本地新冠肺炎确诊病例，辽宁、河北、四川等省份出现北京新冠肺炎确诊病例关联病例，“外防输入、内防反弹”防控形势变得更为复杂和严峻。为进一步做好我省疫情防控工作，我省对5月30日后北京新发地批发市场、京深海鲜市场、国内高风险地区来陕返陕人员一律开展核酸检测、集中隔离，对国内中风险地区来陕返陕人员一律开展核酸检测、居家隔离，对北京其他地区来陕返陕人员实行核酸愿检尽检、健康管理。按照属地管理、分类施策、精准防控的要求，对5月30日以来到过北京新发地批发市场、京深海鲜市场等地来陕返陕重点人员，以及有国内高风险地区旅居史来陕返陕人员，一律集中隔离14天，一律开展核酸检测。对北京及国内其他中风险地区来陕返陕人员，开展地毯式排查，及时纳入社区（单位）健康管理，指定专人负责，一旦发现有症状人员，立即送定点医疗机构隔离排查。各地应对疫情领导小组（指挥部）要做好北京来陕返陕人员的体温检测、健康登记等工作，要在飞机、高铁、火车、长途汽车上提前开展旅客健康申报和健康查验工作。各地要对来自国内中风险地区不能提供72小时内核酸检测健康证明的人员，一律进行核酸检测，并纳入社区健康管理，落实居家隔离观察措施。对北京其他地区来陕返陕人员，按照“愿检尽检”原则进行核酸检测，并由社区（单位）负责落实健康登记、健康管理。按照属地管理原则，各级市场监管、商务部门要会同卫生健康、疾控部门，立即对辖区内大型农贸批发市场、商品流通市场以及公共活动场所开展环境和食物采样检测，并及时向社会公布检测结果。对环境或海鲜类样本检测阳性的市场，经确认之后立即采取休市、消毒等措施，并对相关从业人员开展核酸检测，严防疫情扩散。同时，海关检疫部门要对入境货机、进口海产品、牛羊肉等冷冻食品，加强入境管理和检验检疫。加强预检分诊排查和核酸检测工作。各级各类医疗机构要切实加强预检分诊，充分发挥发热门诊、基层医疗机构和急救中心的“前哨”作用。所有发热门诊要对就诊的患者进行登记，一律扫码、测温、留观，一律开展核酸检测。社区卫生服务中心、乡镇卫生院等基层医疗卫生机构，要对发热患者进行登记报告，引导发热原因不明的患者到发热门诊进一步检查治疗。各地要加大核酸检测工作力度，对入境人员、密切接触者、发热门诊患者、新住院患者及陪护人员、医疗机构工作人员、口岸检疫和边检检查人员、监所工作人员、社会福利养老机构工作人员等8类重点人群做到“应检尽检”，对其他人群实施“愿检尽检”。对发现的确诊病例及时报告并转入定点医院治疗，待排除和疑似病例及时进行隔离医学观察，做到早发现、早报告、早隔离、早治疗，坚决防止院内感染。凡发现医疗机构对发热门诊就诊患者、门急诊高度怀疑新冠肺炎患者、入（住）院患者、陪护人员、医疗机构工作人员等重点人群未落实核酸检测措施的，一律暂停其门诊服务。加强重点部位以及社区防控。各地要落实属地、行业、单位、个人“四方”责任，加强对出租房屋、集体宿舍、外来人员的管理，严格做好门禁、登记、车辆进出管理等环节工作，建立常态化外来人员管理制度，重点对境外、高中风险地区、就医、出差来陕返陕等4类人员进行清单化、台账化管理，并通过各级疫情领导小组（指挥部）办公室实行每日逐级上报。持续加强海鲜市场、农贸市场等人员密集公共场所的人员出入管理和健康监测，加强肉类、海鲜产品和外环境样本采样检测，落实消毒、通风等防控措施，及时清理环境卫生死角，消除疫情传播隐患。华商报记者李琳,0,28
【世卫外方组长：目前只有一种药可能有效，就是瑞德西韦】中国—世界卫生组织新冠肺炎联合专家考察组外方组长、世卫组织总干事高级顾问布鲁斯·艾尔沃德（BruceAylward）表示，“中国争取来的这一段宝贵时间要用好，尽管我们列出了很长的研究清单，但也强调研究项目应该有优先次重，以便快速地掌握知识以进一步阻断病毒传播，进一步降低重症率及病死率。目前只有一种药可能有效，就是瑞德西韦。我们需要开始优先那些可能帮助我们更快挽救生命的研究项目。”,0,1449
#童瑶金鹰奖最佳女演员#祝贺奥伦纳素冰白大使@童瑶凭借《大江大河》中宋运萍一角，获得本届金鹰奖最佳女演员！“在《大江大河》里，我的角色戏份不多，但每场戏我都特别珍惜。我们是在一个搭建出来的小村子拍出来的这部剧，特别幸福，感谢喜欢《大江大河》的观众朋友们！”获奖感言道出女神内心对于...全文,0,27
【大妈！您太有才啦！】山东一位老大妈受够了汽车在她家门前斑马线呼啸而过，且当地相关部门又帮不上什么忙，让她十分恼怒。她灵机一动，把一个穿着性感薄纱內衣的充气娃娃绑在附近的一棵树上，果然引得司机们纷纷把车速慢下来看个究竟！门前飙车状况大幅改观！（都市快报）,1,2803
Paul walker还没死。。。 ,1,2804
#新版清明上河图#转发：朋友于2014年11月21日晚上8：30分，在江苏省～常熟市～方塔步行街看到并拍下来的照片，请大家转发下，看看能否帮到这可怜的小姐倆。两个孩子发型精致，面貌清秀，实在不像要饭家的孩子！请广泛传播！您的举手之劳，可能改变别人一生的命运！不管怎样转发下，都是有孩子的，心酸 ,1,191
昨天，著名表演艺术家姜文在长春的家中安然辞世，享年49岁。姜文由于死得突然，死因一直未明。下午3时其家属才发现他竟一睡不起，昨晚8时30分，120才初步鉴定姜文死因是由于心肌梗塞导致窒息， 2北京·丰台科技园 ,1,224
广西南丹县吃猪肉全家中毒死亡，大家要注意啊，转发 无锡 网页链接 ,1,191
#信阳身边事#【多名信阳高中学生集体反应信阳各高中学校未重视《信阳市教育局要求严禁假期补课要求》】自信阳教育部门严禁，各县区严格保证中小学寒假放假时间，统一安排放假、开学时间，不得随意变更，的信息发出后。得到多名学生集体短信电话反应学校未遵守教育部门的要求！希望教育部门督促各校，...展开全文c,0,53
【视频：中江县120亩承包地黑社会强行被挖掘成70万方大坑：网页链接,0,264
【牛奶的谎言与内幕】科学家终于找到牛奶致癌的确实证据！美国国家癌症研究所最近研究发现雌性激素、雄性激素和胰岛素的生长因子就是牛奶内的主要致癌物质。加拿大的肿瘤专家建议：除了那些发展中国家的儿童和营养不良的成人，一般人并不需要喝太多牛奶。据说，这是一篇不看会悔恨一辈子的报导文章。转,1,2805
【银川市将推行慢性病医疗保险“长处方”，一次可开12周药量！】12月25日，据银川市医疗保障局消息，2020年1月1日起，我市将全面推行医疗保险慢性病医疗保险“长处方”制度，将持有职工医保和城乡居民医保“门诊大病蓝本、绿本”人员“4周开药周期”延长至12周，首先从高血压、糖尿病实行。银川市要求各级定点协议医疗机构以及互联网医院对于诊断明确、病情稳定、需长期服药的高血压、糖尿病慢性病取得门诊大病蓝本（绿本）参保患者，门诊就诊时可视病情，在安全、合理、有效前提下，适当延长门诊处方用量，可开具12周的处方用量。为做好慢性病患者合理用药管理工作，医保部门将定期对“长处方”进行点评检查，对不合理用药和治疗的行为要及时予以纠正，并按照相关管理规定进行处理。各地卫生健康部门也将进一步提高基层医疗机构慢性病药品配备率，引导慢性病患者到基层医疗机构就医。据悉，此项举措将减少患者往返医院次数，方便慢性病患者就医，增强参保群众的获得感和幸福感。,0,2806
💹痛心的新闻：女儿高考考了710分，但因家长的征信不良问题没有得到高等院校录取资格，信用社会，失去信用寸步难行，诚信为本！信用且行且珍惜，不要害了下一代。相信这时代还是公平的。PS 欠我钱的人儿，也请警醒 不要当儿戏，还没起诉你 是因为不想给你征信造成不良.自重 ,1,146
🌹公益宣传🌹北京房山区通达志愿服务队温馨提示：打赢“新型冠状病毒肺炎”防预战志愿者网络宣传在行动疫情防控期间，伤医事件如何处置？关注今日发布会问答！【国务院联防联控机制权威发布会系列问答】#新型冠状病毒##上班防疫指南#,0,2807
今天是南京大屠杀30万同胞遇难75周年纪念日，暴行虽已过去75年，但历史从未走远。记住每一个曾保卫南京、为国浴血的人，记住每个曾与这个国家共同经历苦难的人。国耻记忆，不仅一个日子、一种愤怒，也应是一种反思。雪耻，不该是一句口号、一种发泄，而应从自我做起。❤喜欢请关注@神秘野史 ,1,2808
#美丽传递#闺蜜间的正能量是开心的事情一起分享，不开心的事情一起畅快地发泄。人的一生这么长，总会遇上个别极品人渣来考验你的抗压能力，关起门来一场闺房里的枕头大战，总比桥底打小人来得高端大气上档次。闺蜜聚会把能量值充满，继续努力！,0,2809
#国泰港龙航空停止运营#据香港媒体10月21日报道，国泰航空正式公布重组计划，将整体裁员8500人，其中包括5300名驻港员工，同时旗下港龙航空将停止营运。该重组计划即日生效。,0,2810
小姑娘本来在生爸爸气，结果被鞋子发出的声音逗乐。。。。就这样自己high了起来。。http://t.cn/RU0JDiC,0,2811
"【133㎡简约复式】素雅的空间,舒服。[浮云]设计：陌上设计事务所",0,2812
继昌河铃木宣布解散后，日前，铃木也正与长安商议解除合资关系。一旦协议达成，铃木在中国汽车市场的25年发展生涯将成为历史。以后想买奥拓，可能也只能依靠进口或者平行进口了。,0,60
埃博拉病毒已经出现在宁波了………？？？？国人注意了！不管是真是假！？？？还是注意点好！多用肥皂洗手！特别是孩子！ 2棉电街 ,1,2813
七旬老汉靠卖自己种的菜为生。从执法车上下来了一个年轻人，朝马路边摆地摊卖青菜的老汉走来连扇老汉几个耳光连推倒在地。老汉到处寻找执法者，只想告诉他，我从山里骑和烂单车到这里用了3个多小时只想卖点钱给生病卧床的老伴买药。如果你看到此图愤怒了，请团结起来，替老汉夺回公道！！！,1,2814
大家注意不要再吃街边摊了！埃博拉病毒都已经进中国了！好吧照片跟这个没有什么关系…想你们了 ,1,2815
一位叫徐静的女孩21岁，请速回雅安水城县人民医院，妈妈伤得很严重，想见最后一面，爸爸号码15193383486，爱心💗接力，好人有好报！#谷歌寻人#已经上线了，网址是：O网页链接 #雅安寻人# 详情:O网页链接 #360浏览器寻人# O网页链接 地震灾区寻人请扩散！@龚太宏 ,1,173
#杭州失踪女子丈夫交代杀人分尸事实#过程令人发指，人心太可怕了 ,1,2816
#女孩拒搭讪被打死# 今天看到了不转，是你的冷漠，转身你就可能遭遇这样的事，便再无人为你伸张正义！ 还敢去@麦当劳 吃东西吗？工作人员当时在干什么？监控录像何时公布？（图：原博，麦当劳微博，招远公安微博，网友愤怒的评论，目击证人还原事情真相，网友人肉出的行凶男子及没证实的公安局长关系） ,1,2817
【震怒：这伙人贩子太猖獗了】如今的人贩子越来越猖獗了，竟敢一路开车一路偷盗小孩，还随车携带匕首等作案凶器，幸好警察当场抓获了这伙全副武装的人贩子......善意提醒：如今的人贩子真的无孔不入，希望家长们务必看好自己的孩子！#这伙人贩子太猖獗了# 西子丹聊斋的微博视频 ,1,2818
【心梗急救牢记两个“120”】我国将11月20日设为“心梗救治日”，就是希望公众牢记心梗急救的两个“120”：①及时拨打120急救电话②把握黄金救治120分钟。时间就是生命，急性心梗发作后，留给抢救的时间很短，及时的救治是降低死亡率的关键。牢记两个“120”，在生死竞速中争取时间！,0,2819
#巴萨全员将接受核酸检测#西甲豪门巴塞罗那俱乐部北京时间5日晚通过官网发布声明，表示一队全体成员将于当地时间6日接受新冠病毒检测，未来几天内，球员们开始恢复个人单独训练。此前，西甲联赛已为俱乐部进行核酸检测做了足够的准备，5日上午，他们对巴萨基地内的检测设施进行了排查，结果没有问题。,0,2820
"【tvreport独家】[李洪基,确定出演<SNL6>]22日据电视台表示,李洪基确定以主持的身份出演12月5日播出的#SNLKorea6#.李洪基在近期出演了许多综艺节目,发射了不同他人的异能感,让人十分期待他在<SNL6>的表现.",0,2821
棒啊！90％的新冠病毒遇茶水1分钟被杀灭99.9％的新冠病毒十分钟被灭[得意]这个发现奥利给[强]所以，每天都要腾出时间来喝茶呀！ 宣威市 网页链接 ,1,112
山东电信与胜利油田签署战略合作协议双方在智慧油田、油气生产及工业互联网信息化服务等领域建立全面战略合作伙伴关系，共同探索5G通信、IPv6、工业物联网平台、云、大数据、人工智能、区块链、数据信息服务、数据容灾灾备、网络安全等技术与行业的深度融合。,0,2822
【自产自杀木马:360发家史绕不过去的那一段】360安全卫士的发家史上，有许多不光彩。其中之一便是自产木马病毒，利用安全卫士和杀毒两个不同部门，自产自杀，欺骗广大用户。流氓出身，后来虽然当了警察，但流氓本性一直不变。 ,1,2823
Pink现场版《JustGiveMeAReason》，听一遍就喜欢上的一首歌！很好听！！http://t.cn/Ry9vDze,0,2824
#公安部对30人发出A级通缉令# 一个人贩子判死刑前说出的话，让人目瞪口呆！ 问：你为什么要贩卖儿童？答：钱来得快又比较简单。   问：你不知道是犯罪吗？答：不就是一个小孩吗？他们可以再生呗！   问：你参与过多少次贩卖儿童的犯罪行为？最多一次拐了几个？答：记不清了，每个月都卖好几个。最多一次好像拐了3-4个，记不清了。   问：你知道被贩卖儿童的去向吗？答：全国各地都有，有专门的人卖，我就负责拐。上面人不允许我知道孩子下落，说是怕警察查到他们。   问：你的作案手法？答：哄得听的就骗，太机灵的就抢，不听话的就打晕带走，大人不留神就下手了。   问：你是不是瞄准了一些儿童作案的？答：看着健康的就留意一下，穿着漂亮的也留意，质量好的才能卖个好价钱。   问：拐卖过程中你是否曾杀害儿童？答：（沉默了一会，点头）那娃哭声太大，差点把人招来，和我一伙的怕事，就把娃丢河里了。这是他干的，不是我！   面对他回答的每一句，我们的心都在滴血。让我们心惊的是他已经不记得贩卖了多少的儿童，让多少家庭破碎，光是一想就恨得牙痒痒！ 有媒体称，中国每年失踪儿童有20万，而找回率仅有0.1%。这也就意味着剩下99.9%的家庭，都在破碎的边缘。孩子的被拐，改写的不仅是孩子的人生，同样是父母的人生。对这些拐卖人口的犯罪团伙要严厉打击。,1,2825
#大熊猫双胞胎顺顺溜溜病亡#如果不上热搜，都不知道唉……好可惜！也好可气！也好可怕！人心最可怕，人欲也是！难道赚钱没有下限么？有时候死因本可避免吧！还拖着不报，真是没有能管理的部门了还？！,0,2826
"蛮子啊，请顶住啊，要知道你的护照上写着：""不管你身处何方，美国政府和军队都是你强大的后盾""。",1,2827
河南孤寡老人去世后留下80000元存款，老人无儿无女，唯一亲人侄女有密码却取不出钱？银行称：这笔钱应该归国家所有！（来源：河南民生频道）二次创作的微博视频 ,1,335
【火币：网传“1600万EOS转入火币”消息不实流入地址非火币账户】4月19日，一则“EOS生态转入1600万EOS进入火币套现跑路”的消息在业内快速流传，对此火币方面回复如下：1.经火币核查，huobidevice5、huobidevice3这两个获得大量EOS流入的地址并非火币地址，火币账户为huobideposit，网传流入火币的消息为不实信息；2.火币已在关注“EOS生态”项目有关情况，相关流入地址目前已经加到黑地址监控系统。3.请投资者和媒体厘清事实，不要信谣传谣，并保护好投资者利益。,0,370
【中国媒体人的悲哀】很多国内外的记者前去采访吉林爆炸事故伤亡者家属，讽刺的是难属们几乎只接受境外及港台媒记的采访。难属说：“你们这些吃政府饭的媒体，我就算说了你们敢写敢登吗？还是不要浪费大家时间了。”几位国内的媒记识趣的走开了，中国媒体人的悲哀啊！@晏耀斌 ,1,2828
#爱奇艺遭美国证监会调查#直掉19%，平时大家用什么软件看电影？李桂江的微博投票,0,0
【叮当快药获10亿元B+轮融资】10月20日，叮当快药宣布完成10亿元B+轮融资，泰康、海尔医疗、龙门投资携手招银国际招银电信基金、国药中金、软银中国等老股东共同投资，华兴资本担任本次交易的独家财务顾问。叮当快药称，目前其已经在北京、上海、广东等10多个省市完成了医药新零售布局，服务数千万用...全文,0,3
百度不需要二号人物，腾讯没有梦想，联想技术无国界，京东不会开除一半人…李彦宏、马化腾、柳传志、刘强东们，中国IT业如此混乱不堪，狗血淋漓，你们怎么想？喊话大佬门：|中国IT业，...,0,2829
【一图解读：明年中国经济将迎来哪些考验？】中央经济工作会议今天开始在北京举行，会议将布置明年经济工作。2015年是“十二五”收官之年，今年成绩如何？还有哪些考验期待解决？戳链接看中国经济的“成绩单”↓↓http://t.cn/R4y6RTY@央视新闻评论,0,2830
#河南玛莎拉蒂#玛莎拉蒂女车主醉驾至两人死亡，现在有一种说法，就是女主谭某某有间歇性精神病真心不希望这女的减刑或者轻判#醉驾玛莎拉蒂逃逸路线##女子醉驾玛莎拉蒂致两死# ,1,2831
#蒲师苑#@蒲城教育宣传作业之于师生的作用一份干净整洁、正确率高的作业，对于批改它的老师来说，是一份享受，更有成就感充盈其中。能写出这样的作业的学生，TA一定学习态度端正，写作业的时候很认真、虔诚，所以说，从作业中就能看出一个孩子对待学习的态度。作业更是检测课堂效果的...展开全文c,0,53
"#鄂州抗疫在行动#【通告：鄂城区5类人群必须全部进行核酸检测！】鄂城区关于做好核酸检测应检尽检愿检尽检的通告（第13号）为贯彻落实“外防输入、内防反弹、严防输出”防控策略，及早发现和控制潜在传染源，巩固疫情防控成果，根据鄂防指办发[2020]88号、鄂防指医发[2020]31号、鄂州防指医疗救治发[2020]70号文件精神，现就进一步做好核酸检测服务，确保应检尽检、愿检尽检，特通告如下：一、分类开展检测（一）应检尽检人群：1、所有发热疑似病人及发热留观病人的密切接触者,集中或居家隔离人员；2、境外入（返）鄂城人员；3、鄂城拟入京人员；4、各类学校教职员工，各类医疗卫生机构医务人员；5、特殊场所（养老机构等）新进人员。以上人群必须全部进行核酸检测，其中鄂城拟入京人员检测费用自理或从医保基金个人账户中支出，民办学校、医院和养老机构等由举办者负责组织检测并落实费用，其他人员检测费用由地方财政保障。（二）愿检尽检人群：1、疫情期间留居武汉、解封后来鄂城人员，从其它疫情中风险以上地区来鄂城人员；2、复工复产人员；3、公共交通工具、大型商场超市、窗口单位等公共场所服务人员；4、疫情期间参与社区新冠肺炎防控的一线人员；5、其他自愿检测人员。鼓励机关、企事业单位、市场主体和个人根据复工需求进行检测，愿检尽检、能检尽检，机关企事业单位应将核酸检测项目纳入今年职工体检必查项目，其他检测人员的检测费用可从医保基金个人账户中支出。二、规范检测和报告采样必须由我区辖区内定点采样的医疗机构（名单见附件）负责实施，需检测单位应提前预约，有序开展采样检测，其中，教职员工要在复学返岗前一周完成检测。核酸检测结果必须第一时间（原则上在结果出来后一小时内）由采样单位和委托检测单位分别向区疫情防控指挥部、所在镇（街道、开发区）疫情防控指挥部报告。发现有阳性检测者，由基层医疗机构按程序做好核实诊断、网络直报，属地疫情防控指挥部迅速做好隔离、转运、流调、密切接触者隔离等相关工作。三、压实管理责任各镇（街道、开发区）、村（社区）、各行业主管部门、各单位要认真落实疫情防控责任，继续加强对重点人员的摸排登记管理工作，全面掌握重点人员信息，做到应检尽检、应管尽管。要继续强化应检和愿检人群所在单位的主体责任，各镇（街道、开发区）疫情防控指挥部的属地责任，各行业主管部门的监管、督导责任，以及复工复产企业包保单位的协调指导责任。各单位、医疗机构和检测机构必须如实上报核酸检测结果，不得瞒报、漏报、迟报，对违反者一律依法严肃处理。四、加强服务指导区疫情防控指挥部医疗救治与疾控组负责协调具有资质的医疗机构或第三方检测机构，有序提供核酸检测服务，并提供24小时健康指导和咨询服务。联系人：杨金元，联系方式：13607237108鄂城区疫情防控指挥部2020年4月26日http://t.cn/R2Wx8LA",0,2832
【美国务卿希拉里的不正当私生活】英国《每日邮报》报道称，国务卿希拉里因不满老公克林顿私生活泛滥，其助手近日披露了她目前的糜烂生活——与多名男性发生或保持不正当性关系，从狂野的性生活到对要求男性性伴侣服用春药、使用增强性功能等药物，让人大跌眼镜。http://t.cn/zlTIUN5,1,2833
此女孩名叫刘海燕20岁，湖南常德人以698分考入美国哈佛大学，美国举行全国学术论坛，以第一名夺冠回国#心动的感觉##搞笑# 幸福搞笑驿站的微博视频 ,1,2834
【没见过吧！开眼了吧！长见识了吧！】临武县委副书记、县长贺遵庆个人资料简历：其中有两句“在职研究生学历，维稳学硕士学位”。评：平生闻所未闻，但这位县委副书记、县长贺遵庆的确是学有专长学有所为，不愧为维稳学硕士学位第一人，牛刀小试便锋芒无限，一举惊天下。,1,2835
感觉这部《消失的凶手》好好看的样子~,0,2836
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”[衰],1,224
#热点#【张铁林“师父”与所有弟子脱离师徒关系】今天早上，白玛奥色“法王”吴达镕再发声明，三提致歉，两提忏悔，并称从即日起，与所有弟子脱离师徒关系，以普通居士身份修学佛法。白玛奥色的弟子众多，包括张铁林、吕良伟等明星。此前，白玛奥色的活佛身份已被多方指证为假。http://t.cn/R4zJUtp,0,1
"#跟我学洗手#小花喵带着偶们家滴kitty小宝来参加啦[兔子]偶们滴口号是:勤洗手讲卫生,健康快乐我做主http://t.cn/h1B7nK@滴露官方微博",0,2837
在重庆去趟酒吧，结果JJ没了… ,1,2838
【第54期：微软的抉择】iTunes已上线。上周微软宣布，将msnmessenger聊天软件与去年5月刚刚收购的skype合并，从此msn将从地球上绝大部分的眼前消失。之所以说绝大部分，是因为有唯一的例外，这个例外就是中国大陆。本期我们邀请IT达人Dudu为我们展开全面的分析和揭秘。在线收听：网页链接,0,112
来自前线的消息：好不容易从宝兴逃出来的伤员，有一部分被安置在雅安某操场上。他们伤口感染化脓，他们虚弱惊魂未定。受条件所限，他们将继续无法得到需要的救治，他们高烧呕吐，迫切的希望能够到更安全能救命的成都去。但是有一种说法，为防止疫情流入成都，高烧的伤员不可以进入成都。那他们怎么办？,1,2839
【博鳌专报·@陈志武：中国现在要结束独生子女的政策】现在中国平均每一位育龄妇女生育小孩的数量是1.4个。这意味着以后年轻一代人口规模会越来越小。在美国，上海，很多年轻夫妻没要更多小孩，自由选择下，很多人倾向少要小孩。所以不用担忧放松独生子女政策，中国人口就爆增。http://t.cn/zOozfL4,0,3
2019年春晚节目曝光：陈佩斯刘谦回归，刘德华张学友王菲同台飙歌 #2019年最期待# #2019年央视春晚# #2019年春晚节目单曝光#  2019年春晚节目曝光：陈佩斯刘谦回归，刘德华张学友王菲同台飙歌 ,1,2840
【湖北公布长江流域非法捕捞违法犯罪举报电话】近日，省公安厅、省农业农村厅发布《关于公布湖北省长江流域非法捕捞违法犯罪举报电话的通告》。为提高全社会对长江禁渔工作的知晓度、参与度，鼓励广大人民群众积极举报违法犯罪线索，协助公安机关和农业农村（渔政）部门查处非法捕捞违法犯罪案件，现将全省各市州、直管市、神农架林区公安机关、农业农村（渔政）部门受理举报电话公布如下：#长江流域重点水域将10年禁捕#,0,28
天下之大，无奇不有，最近云南一只母猪生下8个小孩，震撼全世界！奇特迹象！这将成为世界历史上的未解之迷！附近村民纷纷来看稀罕：“这猪崽的样子太丑了，卖不成钱不说，让人看着心惊肉跳的！” 现在一起详细看看有关怪猪的形成报道吧！O网页链接 ,1,173
这是什么输入法，如此魔性。。。http://t.cn/RUTqpqE,0,2841
【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中拨打手机记3分，罚100元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。,1,188
【#新冠疫苗为啥要接种2剂次#】#健康过大年##听医生说##医学科普#根据免疫学原理，当人体第一次接触适量抗原（弟一剂疫苗）免疫系统经一定潜伏期（14天左右）才能在血液中出现抗体，含量低，且维持时间短，很快开始下降，称这种现象为初次免疫应答。若在抗体下降期再次给以相同抗原（第2剂）免疫时，...全文,0,27
《我和我的家乡》已看。国庆热门电影之一，目前票房收入高企，希望这样的电影观看的人越多越好，票房收入越高越好。从整体结构上，本片与去年《我和我的祖国》如出一辙，都由若干独立成篇、各不相同的小故事组成，明星荟萃，精彩纷呈，整体质量高，影片时长长，也非常契合国庆这一主题。就本片而言，5个故事反映的都是发生在当下的事情，没有代沟，有自然的时代亲近感，容易理解体会和产生共鸣。《北京好人》，老戏骨表演一如既往，“表舅“也令人眼前一亮，整体故事性强，娱乐性高，以小见大的精品。《最后一课》，的确感人，以鲜明和强烈的对比，塑造了一个感人至深的老教师形象，间接反映了家乡日新月异的变化。《回乡之路》，欲扬先抑，前后反差巨大，角色塑造鲜明，配角短瞬但出彩，但邓的演绎似乎用力过猛，瑕不掩瑜。《天上掉下个UFO》搞笑，有些细节很欢乐，方言让人印象深刻，但缺少一击必杀的笑点或泪点。《神笔马亮》表演很出彩，搞笑不生硬，台词一如既往的精辟，但立意高度值得讨论，最后的升华不够自然顺畅。总之，这是一种值得复制推广、用影星和现实来讲好中国故事、传播中国声音、书写中国形象、弘扬主旋律和正能量的电影组织方式。,0,2842
【马云在斯坦福大学的演讲】让你见识见识，什么叫：三流长相，二流英语，一流口才！！很精彩的演讲，时间较长，先马再看！！http://t.cn/RyVMik8,0,2843
#万象#【少女水电站内溺亡员工将尸体绑岸边索打捞费】12月6日，17岁少女丽丽出门后失踪。3天后，一水电站员工称发现尸体希望家属认领。丽丽家属到达后发现尸体的一条腿被绑，其余部分泡在水中。当他们正准备将尸体从水里捞出来时，水电站员工拦住他们称必须给6000元的打捞费。http://t.cn/R4ZP8fH,0,163
121129#宋茜#抵达香港机场新闻2Pcr新浪韩娱挖图by：樱桃吧内戳：http://t.cn/zjtBQT1,0,2844
【交通新规】2013年1月1日施行:①闯红灯，记6分罚100元。②酒驾，5年内不得再考取驾照。③不系安全带，记3分罚100元。④副驾不系安全带，记1分罚50元。⑤行驶中拨打手机，记3分罚100元。⑥行驶中抽烟，记1分罚100元。⑦有意遮挡号牌，记12分顶额处罚。⑧超速驾驶，记6分！！,1,188
【#新冠肺炎疫苗异常反应以皮疹为主#】3月15日上午，浙江省人民政府新闻办公室举行第六十八场新冠肺炎疫情防控工作新闻发布会，浙江省卫生健康委副主任夏时畅介绍，全省已接种新冠肺炎疫苗330多万剂次，异常反应报告发生率不高于国家公布的其他疫苗报告发生率，主要以皮疹为主，未发生疫苗接种相关死亡...全文,0,27
中国男足做出重大贡献，有可能会改变一场战争的走向 ,1,2845
【又有乘客开安全门！】据央视报道，昨天下午从郑州新郑国际机场准备飞往韩国首尔的CZ6009客机上，一名乘客从内部打开了安全门，导致飞机延误2小时。据了解，肇事者为一名20岁男子，只因第一次乘坐飞机比较好奇就拉开了安全门。[衰]该男子被处以15日治安拘留，由于未造成直接经济损失被免于经济处罚。,0,232
#重庆禁止农村地区办无事酒#【重庆禁止农村地区“无事酒”倡导婚丧嫁娶从简】1月19日，重庆市文明办、重庆市民政局、重庆市农业农村委和重庆市卫生健康委联合召开了加强疫情防控新闻发布会。会议提出禁止村民办无事酒。要将不滥办酒席纳入节庆期间村规民约的主要内容。引导村民不办无事酒、不大办酒席...全文,0,27
#律师咨询[超话]##律师咨询[超话]#我是21年专升本考试，今年2月24号在补课机构交的学费5780元，微信转账，并无签任何协议合同。由于决定留学，3月25号告知补课机构我的情况并要求退费，期间上过15节课，补课班4月10号告诉我学校共退4000元。我本来是应该明年考试今年六月份开始正式上课，但补课班老师说我可以跟着今年考试的人一起上课，我的课程相当于没有正式开始，也没有明确我总共可以上多少课时，在没签协议合同的情况下，走法律途径是否可以追回更多的钱？​,0,2846
【紧急发布】[话筒] 刚收到家长私信：“我实在没粉丝，请各位名人与好心人帮忙转发一下。刘皓曦，男，三岁3个月，9月1号在陕西渭南北关村被拐！家里非常着急，求大家把照片转下去，发现线索马上与他爸刘成恩18691963447联系，10万寻子！你每转发一次，都有可能带给他一次希望；举手之劳，好人有好报！,1,22
@基因小王子: //@范凯robbin: 宝马X5，红会看来救援装备很不错！,1,2847
